municipio;year;Todas las edades
        24220 Villamol;2017;167
        24221 Villamol;2016;169
        24222 Villamol;2015;173
        24223 Villamol;2014;175
        24224 Villamol;2013;185
        24225 Villamol;2012;182
        24226 Villamol;2011;188
        24227 Villamol;2010;193
        24228 Villamol;2009;194
        24229 Villamol;2008;204
        24230 Villamol;2007;207
        24231 Villamol;2006;216
        24232 Villamol;2005;220
        24233 Villamol;2004;222
        24234 Villamol;2003;229
        24216 Villamontán de la Valduerna;2022;701
        24217 Villamontán de la Valduerna;2021;711
        24218 Villamontán de la Valduerna;2020;720
        24219 Villamontán de la Valduerna;2019;715
        24220 Villamontán de la Valduerna;2018;736
        24221 Villamontán de la Valduerna;2017;758
        24222 Villamontán de la Valduerna;2016;777
        24223 Villamontán de la Valduerna;2015;804
        24224 Villamontán de la Valduerna;2014;822
        24225 Villamontán de la Valduerna;2013;830
        24226 Villamontán de la Valduerna;2012;858
        24227 Villamontán de la Valduerna;2011;872
        24228 Villamontán de la Valduerna;2010;893
        24229 Villamontán de la Valduerna;2009;917
        24230 Villamontán de la Valduerna;2008;941
        24231 Villamontán de la Valduerna;2007;957
        24232 Villamontán de la Valduerna;2006;970
        24233 Villamontán de la Valduerna;2005;991
        24234 Villamontán de la Valduerna;2004;1001
        24235 Villamontán de la Valduerna;2003;1051
        24217 Villamoratiel de las Matas;2022;131
        24218 Villamoratiel de las Matas;2021;129
        24219 Villamoratiel de las Matas;2020;135
        24220 Villamoratiel de las Matas;2019;143
        24221 Villamoratiel de las Matas;2018;158
        24222 Villamoratiel de las Matas;2017;163
        24223 Villamoratiel de las Matas;2016;155
        24224 Villamoratiel de las Matas;2015;155
        24225 Villamoratiel de las Matas;2014;152
        24226 Villamoratiel de las Matas;2013;155
        24227 Villamoratiel de las Matas;2012;156
        24228 Villamoratiel de las Matas;2011;159
        24229 Villamoratiel de las Matas;2010;160
        24230 Villamoratiel de las Matas;2009;166
        24231 Villamoratiel de las Matas;2008;167
        24232 Villamoratiel de las Matas;2007;172
        24233 Villamoratiel de las Matas;2006;175
        24234 Villamoratiel de las Matas;2005;173
        24235 Villamoratiel de las Matas;2004;181
        24236 Villamoratiel de las Matas;2003;194
        24218 Villanueva de las Manzanas;2022;499
        24219 Villanueva de las Manzanas;2021;495
        24220 Villanueva de las Manzanas;2020;494
        24221 Villanueva de las Manzanas;2019;488
        24222 Villanueva de las Manzanas;2018;485
        24223 Villanueva de las Manzanas;2017;501
        24224 Villanueva de las Manzanas;2016;505
        24225 Villanueva de las Manzanas;2015;507
        24226 Villanueva de las Manzanas;2014;506
        24227 Villanueva de las Manzanas;2013;512
        24228 Villanueva de las Manzanas;2012;522
        24229 Villanueva de las Manzanas;2011;543
        24230 Villanueva de las Manzanas;2010;545
        24231 Villanueva de las Manzanas;2009;551
        24232 Villanueva de las Manzanas;2008;555
        24233 Villanueva de las Manzanas;2007;570
        24234 Villanueva de las Manzanas;2006;547
        24235 Villanueva de las Manzanas;2005;553
        24236 Villanueva de las Manzanas;2004;558
        24237 Villanueva de las Manzanas;2003;555
        24219 Villaobispo de Otero;2022;537
        24220 Villaobispo de Otero;2021;515
        24221 Villaobispo de Otero;2020;532
        24222 Villaobispo de Otero;2019;541
        24223 Villaobispo de Otero;2018;563
        24224 Villaobispo de Otero;2017;576
        24225 Villaobispo de Otero;2016;590
        24226 Villaobispo de Otero;2015;604
        24227 Villaobispo de Otero;2014;634
        24228 Villaobispo de Otero;2013;629
        24229 Villaobispo de Otero;2012;653
        24230 Villaobispo de Otero;2011;661
        24231 Villaobispo de Otero;2010;651
        24232 Villaobispo de Otero;2009;640
        24233 Villaobispo de Otero;2008;638
        24234 Villaobispo de Otero;2007;655
        24235 Villaobispo de Otero;2006;657
        24236 Villaobispo de Otero;2005;675
        24237 Villaobispo de Otero;2004;665
        24238 Villaobispo de Otero;2003;683
        24902 Villaornate y Castro;2022;333
        24903 Villaornate y Castro;2021;318
        24904 Villaornate y Castro;2020;334
        24905 Villaornate y Castro;2019;356
        24906 Villaornate y Castro;2018;371
        24907 Villaornate y Castro;2017;360
        24908 Villaornate y Castro;2016;369
        24909 Villaornate y Castro;2015;377
        24910 Villaornate y Castro;2014;386
        24911 Villaornate y Castro;2013;406
        24912 Villaornate y Castro;2012;401
        24913 Villaornate y Castro;2011;407
        24914 Villaornate y Castro;2010;400
        24915 Villaornate y Castro;2009;418
        24916 Villaornate y Castro;2008;437
        24917 Villaornate y Castro;2007;446
        24918 Villaornate y Castro;2006;468
        24919 Villaornate y Castro;2005;471
        24920 Villaornate y Castro;2004;472
        24921 Villaornate y Castro;2003;495
        24221 Villaquejida;2022;808
        24222 Villaquejida;2021;828
        24223 Villaquejida;2020;827
        24224 Villaquejida;2019;870
        24225 Villaquejida;2018;896
        24226 Villaquejida;2017;904
        24227 Villaquejida;2016;914
        24228 Villaquejida;2015;912
        24229 Villaquejida;2014;932
        24230 Villaquejida;2013;967
        24231 Villaquejida;2012;979
        24232 Villaquejida;2011;991
        24233 Villaquejida;2010;984
        24234 Villaquejida;2009;992
        24235 Villaquejida;2008;1025
        24236 Villaquejida;2007;1011
        24237 Villaquejida;2006;1042
        24238 Villaquejida;2005;1058
        24239 Villaquejida;2004;1040
        24240 Villaquejida;2003;1065
        24222 Villaquilambre;2022;18589
        24223 Villaquilambre;2021;18597
        24224 Villaquilambre;2020;18684
        24225 Villaquilambre;2019;18638
        24226 Villaquilambre;2018;18676
        24227 Villaquilambre;2017;18666
        24228 Villaquilambre;2016;18583
        24229 Villaquilambre;2015;18615
        24230 Villaquilambre;2014;18456
        24231 Villaquilambre;2013;18343
        24232 Villaquilambre;2012;18124
        24233 Villaquilambre;2011;18023
        24234 Villaquilambre;2010;17631
        24235 Villaquilambre;2009;17013
        24236 Villaquilambre;2008;15996
        24237 Villaquilambre;2007;15068
        24238 Villaquilambre;2006;13891
        24239 Villaquilambre;2005;12797
        24240 Villaquilambre;2004;11741
        24241 Villaquilambre;2003;10694
        24223 Villarejo de Órbigo;2022;2930
        24224 Villarejo de Órbigo;2021;2945
        24225 Villarejo de Órbigo;2020;2975
        24226 Villarejo de Órbigo;2019;2974
        24227 Villarejo de Órbigo;2018;3001
        24228 Villarejo de Órbigo;2017;3034
        24229 Villarejo de Órbigo;2016;3061
        24230 Villarejo de Órbigo;2015;3112
        24231 Villarejo de Órbigo;2014;3194
        24232 Villarejo de Órbigo;2013;3199
        24233 Villarejo de Órbigo;2012;3244
        24234 Villarejo de Órbigo;2011;3240
        24235 Villarejo de Órbigo;2010;3244
        24236 Villarejo de Órbigo;2009;3313
        24237 Villarejo de Órbigo;2008;3285
        24238 Villarejo de Órbigo;2007;3301
        24239 Villarejo de Órbigo;2006;3225
        24240 Villarejo de Órbigo;2005;3239
        24241 Villarejo de Órbigo;2004;3290
        24242 Villarejo de Órbigo;2003;3282
        24224 Villares de Órbigo;2022;575
        24225 Villares de Órbigo;2021;587
        24226 Villares de Órbigo;2020;596
        24227 Villares de Órbigo;2019;611
        24228 Villares de Órbigo;2018;615
        24229 Villares de Órbigo;2017;643
        24230 Villares de Órbigo;2016;672
        24231 Villares de Órbigo;2015;685
        24232 Villares de Órbigo;2014;692
        24233 Villares de Órbigo;2013;701
        24234 Villares de Órbigo;2012;708
        24235 Villares de Órbigo;2011;718
        24236 Villares de Órbigo;2010;732
        24237 Villares de Órbigo;2009;738
        24238 Villares de Órbigo;2008;770
        24239 Villares de Órbigo;2007;788
        24240 Villares de Órbigo;2006;820
        24241 Villares de Órbigo;2005;852
        24242 Villares de Órbigo;2004;858
        24243 Villares de Órbigo;2003;875
        24225 Villasabariego;2022;1127
        24226 Villasabariego;2021;1121
        24227 Villasabariego;2020;1123
        24228 Villasabariego;2019;1121
        24229 Villasabariego;2018;1135
        24230 Villasabariego;2017;1152
        24231 Villasabariego;2016;1156
        24232 Villasabariego;2015;1175
        24233 Villasabariego;2014;1195
        24234 Villasabariego;2013;1223
        24235 Villasabariego;2012;1248
        24236 Villasabariego;2011;1245
        24237 Villasabariego;2010;1228
        24238 Villasabariego;2009;1240
        24239 Villasabariego;2008;1233
        24240 Villasabariego;2007;1254
        24241 Villasabariego;2006;1271
        24242 Villasabariego;2005;1255
        24243 Villasabariego;2004;1182
        24244 Villasabariego;2003;1238
        24226 Villaselán;2022;185
        24227 Villaselán;2021;181
        24228 Villaselán;2020;194
        24229 Villaselán;2019;199
        24230 Villaselán;2018;196
        24231 Villaselán;2017;199
        24232 Villaselán;2016;209
        24233 Villaselán;2015;210
        24234 Villaselán;2014;219
        24235 Villaselán;2013;212
        24236 Villaselán;2012;225
        24237 Villaselán;2011;231
        24238 Villaselán;2010;245
        24239 Villaselán;2009;244
        24240 Villaselán;2008;243
        24241 Villaselán;2007;251
        24242 Villaselán;2006;266
        24243 Villaselán;2005;273
        24244 Villaselán;2004;270
        24245 Villaselán;2003;281
        24227 Villaturiel;2022;1878
        24228 Villaturiel;2021;1865
        24229 Villaturiel;2020;1826
        24230 Villaturiel;2019;1852
        24231 Villaturiel;2018;1877
        24232 Villaturiel;2017;1932
        24233 Villaturiel;2016;1942
        24234 Villaturiel;2015;1947
        24235 Villaturiel;2014;1957
        24236 Villaturiel;2013;1970
        24237 Villaturiel;2012;1941
        24238 Villaturiel;2011;1920
        24239 Villaturiel;2010;1887
        24240 Villaturiel;2009;1896
        24241 Villaturiel;2008;1887
        24242 Villaturiel;2007;1884
        24243 Villaturiel;2006;1798
        24244 Villaturiel;2005;1791
        24245 Villaturiel;2004;1767
        24246 Villaturiel;2003;1790
        24228 Villazala;2022;619
        24229 Villazala;2021;636
        24230 Villazala;2020;647
        24231 Villazala;2019;665
        24232 Villazala;2018;673
        24233 Villazala;2017;693
        24234 Villazala;2016;726
        24235 Villazala;2015;749
        24236 Villazala;2014;751
        24237 Villazala;2013;764
        24238 Villazala;2012;779
        24239 Villazala;2011;815
        24240 Villazala;2010;829
        24241 Villazala;2009;844
        24242 Villazala;2008;869
        24243 Villazala;2007;904
        24244 Villazala;2006;924
        24245 Villazala;2005;942
        24246 Villazala;2004;962
        24247 Villazala;2003;1008
        24229 Villazanzo de Valderaduey;2022;385
        24230 Villazanzo de Valderaduey;2021;392
        24231 Villazanzo de Valderaduey;2020;397
        24232 Villazanzo de Valderaduey;2019;419
        24233 Villazanzo de Valderaduey;2018;429
        24234 Villazanzo de Valderaduey;2017;440
        24235 Villazanzo de Valderaduey;2016;461
        24236 Villazanzo de Valderaduey;2015;475
        24237 Villazanzo de Valderaduey;2014;490
        24238 Villazanzo de Valderaduey;2013;508
        24239 Villazanzo de Valderaduey;2012;520
        24240 Villazanzo de Valderaduey;2011;531
        24241 Villazanzo de Valderaduey;2010;537
        24242 Villazanzo de Valderaduey;2009;549
        24243 Villazanzo de Valderaduey;2008;580
        24244 Villazanzo de Valderaduey;2007;616
        24245 Villazanzo de Valderaduey;2006;609
        24246 Villazanzo de Valderaduey;2005;634
        24247 Villazanzo de Valderaduey;2004;665
        24248 Villazanzo de Valderaduey;2003;672
        24230 Zotes del Páramo;2022;412
        24231 Zotes del Páramo;2021;419
        24232 Zotes del Páramo;2020;423
        24233 Zotes del Páramo;2019;427
        24234 Zotes del Páramo;2018;439
        24235 Zotes del Páramo;2017;443
        24236 Zotes del Páramo;2016;456
        24237 Zotes del Páramo;2015;454
        24238 Zotes del Páramo;2014;467
        24239 Zotes del Páramo;2013;482
        24240 Zotes del Páramo;2012;485
        24241 Zotes del Páramo;2011;488
        24242 Zotes del Páramo;2010;491
        24243 Zotes del Páramo;2009;495
        24244 Zotes del Páramo;2008;496
        24245 Zotes del Páramo;2007;520
        24246 Zotes del Páramo;2006;556
        24247 Zotes del Páramo;2005;591
        24248 Zotes del Páramo;2004;592
        24249 Zotes del Páramo;2003;617
